timestamp,anomaly_label,anomaly_type,notification_api_health,notification_cpu,notification_delivery_success,notification_error_rate,notification_memory,notification_message_rate,notification_queue,notification_queue_depth,notification_response_time_p95,notification_thread_count,processor_cpu,processor_db_connections,processor_error_rate,processor_memory,processor_memory_growth,processor_processing_rate,processor_queue,processor_queue_depth,processor_redis_health,processor_response_time_p95,processor_thread_count,web_api_cpu,web_api_db_connections,web_api_errors,web_api_memory,web_api_queue_depth,web_api_redis_health,web_api_requests,web_api_requests_per_second,web_api_response_time_p95,web_api_thread_count
2025-09-28T10:03:09.305984_aug_2,0,normal,1.0,4.289394921504526,0.99,0.01,30.35379509204126,0.0,0.0,0.0,39.0,5.991907675144062,14.187410920898776,10.0,0.1,54.33016085450901,0.0,0.0,702.1582811461442,1104.17502527843,0.0,50.0,2.0,100.0,1.0087575541890506,0.0,54.35186802359224,0.5192627907923332,1.0,2.990570063244524,0.2922519843921269,266.1009894272562,2.9861510941447147
2025-09-28T10:03:09.305984_aug_3,0,normal,1.0,4.149566490216007,0.99,0.01,30.34509632906733,0.0,0.0,0.0,39.0,6.013661306719516,16.084110016403976,10.0,0.1,54.32827681641034,13.52060320169237,0.0,672.1700029253419,667.154512921688,0.0,50.0,2.0,100.0,1.049564433493576,0.0,54.17809998255844,-0.0844922751614377,1.0,3.0085654709578376,0.25833073965711,271.05289187290026,3.018939264875641
2025-09-28T10:03:09.305984_aug_4,0,normal,1.0,4.084756824462231,0.99,0.01,30.34026542116292,0.0,0.0,0.0,39.0,6.024990373596276,14.42195045601501,10.0,0.1,54.37057499776222,0.0,0.0,776.4184524752346,794.578941386552,0.0,50.0,2.0,100.0,0.8921224909014445,0.0,54.31121911999474,-0.9364900613086534,1.0,2.9353534842829334,0.2849864156822616,262.08450813026195,2.987346736277331
2025-09-28T10:03:09.305984_aug_5,0,normal,1.0,4.834071813020705,0.99,0.01,30.337821930062557,0.0,0.0,0.0,39.0,6.001767135375526,14.29561408842473,10.0,0.1,54.2657255123939,12.693917562302664,0.0,716.483346339103,804.9618323472097,0.0,50.0,2.0,100.0,1.0573609574710487,0.0,54.38090864778721,-0.2050447123135618,1.0,2.998103623009617,0.2586120498926038,267.234023728515,3.024032319246386
2025-09-28T10:03:09.305984_aug_6,0,normal,1.0,4.14725738734552,0.99,0.01,30.345024856938423,0.0,0.0,0.0,39.0,5.973766233303613,13.944268240037127,10.0,0.1,54.40498852959343,0.0,0.0,806.0624996977907,789.1943140996005,0.0,50.0,2.0,100.0,0.9401162179510608,0.0,54.33277529348917,0.2581386485172697,1.0,2.954919301776675,0.2978185200999349,272.7325598074296,3.004502810169942
2025-09-28T10:03:09.305984_aug_7,0,normal,1.0,4.077701807830142,0.99,0.01,30.59702919251077,0.0,0.0,0.0,39.0,5.9845801196242405,12.303038802379948,10.0,0.1,54.3012381179072,0.0,0.0,683.5501627704573,717.0230858508963,0.0,50.0,2.0,100.0,0.9489570516645562,0.0,54.22902042643119,0.1942254725519459,1.0,2.9821507218461014,0.3091176912566103,271.3531513531162,3.00181349877198
2025-09-28T10:03:09.305984_aug_8,0,normal,1.0,4.376745645424679,0.99,0.01,30.364652320339715,0.0,0.0,0.0,39.0,6.036344424518306,12.642022649751386,10.0,0.1,54.22818720530361,0.0,0.0,559.0231888080951,840.3586056324833,0.0,50.0,2.0,100.0,1.0010365317411043,0.0,54.25772136393313,0.6938075608123049,1.0,2.9699979340723184,0.2952197827608604,271.9332411564246,2.9886286806116287
2025-09-28T10:03:09.305984_aug_9,0,normal,1.0,4.339223047855284,0.99,0.01,30.551253775188528,0.0,0.0,0.0,39.0,5.991559454088339,12.59437452821275,10.0,0.1,54.30524906246491,0.0,0.0,816.0737604783685,726.5136249856897,0.0,50.0,2.0,100.0,0.8920855372508001,0.0,54.29119518829356,1.2609963606069854,1.0,3.0004428718526475,0.2903548719679621,270.39384466911605,2.988631398799477
2025-09-28T10:03:24.489149,0,normal,1.0,5.0,0.99,0.01,30.45703125,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,55.3515625,0.0,0.0,776.0,756.0,0.0,50.0,2.0,0.0,2.0,0.0,54.41015625,0.0,1.0,3.0,0.45,370.0,3.0
2025-09-28T10:03:24.489149_aug_1,0,normal,1.0,5.030891448638863,0.99,0.01,30.27368790394061,0.0,0.0,0.0,39.0,6.02082440697678,0.1072798674706731,10.0,0.1,55.37563968154937,59.92241770108647,0.0,804.8072631110753,862.6706896164845,0.0,50.0,2.0,1.56378425035616,1.981721813283074,0.0,54.3530134129192,0.1411397440065972,1.0,2.995515572006007,0.4318616377733292,351.0503501028556,2.997963179705484
2025-09-28T10:03:24.489149_aug_10,0,normal,1.0,4.982866993644692,0.99,0.01,30.557949409572927,0.0,0.0,0.0,39.0,5.976059385143147,0.0,10.0,0.1,55.302372505846016,0.0,0.0,825.7116287461785,736.8527033458536,0.0,50.0,2.0,0.0,1.9572641168302607,0.0,54.41071221523902,-0.527743318506229,1.0,3.0167667847946222,0.427277955204924,368.2698397745818,3.005402179739689
2025-09-28T10:03:24.489149_aug_2,0,normal,1.0,4.971554286611613,0.99,0.01,30.60334908912436,0.0,0.0,0.0,39.0,5.998090031835085,0.0,10.0,0.1,55.14913340245131,0.0,0.0,785.7371058883035,660.9677216734929,0.0,50.0,2.0,0.1926078114187578,2.011300953062132,0.0,54.434995478841984,0.7737059012908548,1.0,2.994766427504951,0.4525865798419106,366.7385550655653,3.0290046587095114
2025-09-28T10:03:24.489149_aug_3,0,normal,1.0,5.328494689081589,0.99,0.01,30.41352227283064,0.0,0.0,0.0,39.0,5.969945218057197,0.0,10.0,0.1,55.212542512958336,17.974879418307633,0.0,929.3078111018776,761.0950868783409,0.0,50.0,2.0,1.3756409820547353,1.993949453645675,0.0,54.387564136509454,-0.8559573412096363,1.0,3.0000360453798827,0.4547132465043251,374.9897125165423,3.0013279885460618
2025-09-28T10:03:24.489149_aug_4,0,normal,1.0,5.108713864537616,0.99,0.01,30.309260523110805,0.0,0.0,0.0,39.0,6.011328048962182,0.0,10.0,0.1,55.28247638958789,41.05864251335704,0.0,730.5050328203906,732.7089609144145,0.0,50.0,2.0,0.6504441153539141,1.909825996195297,0.0,54.433937777225694,-0.296027661205376,1.0,2.9976872791633395,0.4579942938820837,374.45212642772657,2.9837030358155303
2025-09-28T10:03:24.489149_aug_5,0,normal,1.0,4.871917557375851,0.99,0.01,30.38076051290502,0.0,0.0,0.0,39.0,5.987528027056478,0.0,10.0,0.1,55.34648212006714,1.0875577128678569,0.0,973.380081128928,1107.6488713014778,0.0,50.0,2.0,1.43473605869376,1.977470104510944,0.0,54.414116884265205,-0.0012185484708789,1.0,3.0260294418964366,0.447984796542897,376.7793095631504,3.0404152796798702
2025-09-28T10:03:24.489149_aug_6,0,normal,1.0,5.024878783743649,0.99,0.01,30.65736148946976,0.0,0.0,0.0,39.0,6.023520371085482,0.4825549021240143,10.0,0.1,55.41599254484908,0.0,0.0,786.8771174034569,805.0235893108589,0.0,50.0,2.0,0.5400761774779663,2.0333046551931533,0.0,54.31906043516532,0.1130964182795885,1.0,2.9980886178941244,0.4444871138570364,383.4849246119158,2.9801844136397784
2025-09-28T10:03:24.489149_aug_7,0,normal,1.0,5.1639831005574335,0.99,0.01,30.28655282024347,0.0,0.0,0.0,39.0,6.001197204522269,1.2824273366501096,10.0,0.1,55.22340394193901,6.190508801134994,0.0,980.3158814976746,559.6444984954818,0.0,50.0,2.0,0.0,2.132319206336463,0.0,54.41951508355776,-0.5527991873135831,1.0,3.0567994886640117,0.455934760728911,366.6115209523188,3.001448808173805
2025-09-28T10:03:24.489149_aug_8,0,normal,1.0,4.989756662769945,0.99,0.01,30.66513623966618,0.0,0.0,0.0,39.0,6.004879224965148,0.6633839768122217,10.0,0.1,55.34548131425863,25.441741110432545,0.0,833.9781444457224,541.2817328915237,0.0,50.0,2.0,0.0,2.04468780809498,0.0,54.35626880141333,-0.0588420480875661,1.0,3.0003378979176145,0.4259383480430184,373.6496203703481,3.006587013128992
2025-09-28T10:03:24.489149_aug_9,0,normal,1.0,4.973903556353268,0.99,0.01,30.421380423595497,0.0,0.0,0.0,39.0,6.028131928538648,0.0,10.0,0.1,55.24383799575551,0.0,0.0,730.95444408705,1013.8253080029606,0.0,50.0,2.0,0.617963413877571,2.103670108719089,0.0,54.44105440608192,0.2171799168256308,1.0,3.0239197204403454,0.4532327493226543,371.1117655145322,3.0130171191140693
2025-09-28T10:03:39.634030,0,normal,1.0,0.0,0.99,0.01,30.46875,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,54.0390625,0.0,0.0,786.0,766.0,0.0,50.0,2.0,0.0,4.0,0.0,54.5390625,17.0,1.0,3.0,0.7833333333333333,570.0000000000001,3.0
2025-09-28T10:03:39.634030_aug_1,0,normal,1.0,0.0,0.99,0.01,30.24327595480066,0.0,0.0,0.0,39.0,6.007537980125877,0.0,10.0,0.1,54.06266361962968,26.773963999077417,0.0,538.3062863613602,707.161360518869,0.0,50.0,2.0,0.8992188039525787,3.979274694432581,0.0,54.590722793192,16.935373754079592,1.0,3.003124590203982,0.7875429283987005,571.5946535905199,2.982572573598688
2025-09-28T10:03:39.634030_aug_10,0,normal,1.0,0.0,0.99,0.01,30.49994883199873,0.0,0.0,0.0,39.0,6.011648874588381,0.190390410532448,10.0,0.1,54.02577149656675,0.0,0.0,688.2010064266067,780.5807857494149,0.0,50.0,2.0,0.0,4.05268660568621,0.0,54.42865119735739,16.151579388035323,1.0,2.9672664754381364,0.7944525090340738,583.3387915373464,2.9932922475822994
2025-09-28T10:03:39.634030_aug_2,0,normal,1.0,0.0475543124090315,0.99,0.01,30.369904115561877,0.0,0.0,0.0,39.0,6.001886342427074,1.249419601163781,10.0,0.1,53.9867065660889,26.974944027018665,0.0,918.324841547565,389.30476872847134,0.0,50.0,2.0,0.0,4.089581742619266,0.0,54.56814799224348,16.902039261558688,1.0,2.998017928876308,0.7701217327883758,566.8646543231671,3.0031251600160545
2025-09-28T10:03:39.634030_aug_3,0,normal,1.0,0.0,0.99,0.01,30.35901314505868,0.0,0.0,0.0,39.0,5.98801632693549,0.0,10.0,0.1,54.03232349460396,0.0,0.0,876.2111017501313,803.0528650223691,0.0,50.0,2.0,1.3544407603374682,3.997064797377573,0.0,54.57709482762759,16.66564207343569,1.0,2.994813408014128,0.7811892838874457,566.9994093261873,2.989106975738498
2025-09-28T10:03:39.634030_aug_4,0,normal,1.0,0.0,0.99,0.01,30.363923680838177,0.0,0.0,0.0,39.0,5.955245219619559,0.0,10.0,0.1,53.944288695508526,3.708823206568375,0.0,851.3713243657722,649.7193317568097,0.0,50.0,2.0,0.6111031025212176,4.0050459655266994,0.0,54.60419346624876,16.265511552541714,1.0,3.002723814290222,0.7898261187110923,567.6501711464783,2.998526793868627
2025-09-28T10:03:39.634030_aug_5,0,normal,1.0,0.0,0.99,0.01,30.482510160862304,0.0,0.0,0.0,39.0,6.020532985044267,0.0,10.0,0.1,54.07563663823923,51.76852048291819,0.0,845.0013919171518,568.4425993064781,0.0,50.0,2.0,0.4864204853429719,3.926054685442167,0.0,54.55465357530848,17.366293591035472,1.0,3.006142914671617,0.7951280981683849,568.9427795974041,3.0106532389231973
2025-09-28T10:03:39.634030_aug_6,0,normal,1.0,0.0,0.99,0.01,30.379855911225075,0.0,0.0,0.0,39.0,5.987496985532114,0.0,10.0,0.1,54.111008660961566,7.599586334034809,0.0,815.3190703707879,704.8947934517449,0.0,50.0,2.0,2.494840610989536,3.99720653184948,0.0,54.69923994010519,16.079524446353133,1.0,3.0114078953309344,0.8049638513982066,575.0523944710341,3.017365721929614
2025-09-28T10:03:39.634030_aug_7,0,normal,1.0,0.022735031655917,0.99,0.01,30.433084263864824,0.0,0.0,0.0,39.0,5.978480093146037,0.0,10.0,0.1,54.07412928539033,0.0,0.0,820.6009177924192,788.1299598560586,0.0,50.0,2.0,0.288747324519039,3.984631641146184,0.0,54.64860760188407,16.506796042739964,1.0,3.0338333809246105,0.7750982330165238,563.7394909934636,2.9780729873934355
2025-09-28T10:03:39.634030_aug_8,0,normal,1.0,0.2933842916928806,0.99,0.01,30.253780250356414,0.0,0.0,0.0,39.0,6.0036862061345655,0.0,10.0,0.1,53.98159778071977,33.10931301746612,0.0,771.0700288836649,694.129991376534,0.0,50.0,2.0,0.791206369209695,4.014773841304341,0.0,54.6371144796851,17.85279860604822,1.0,2.940604223706143,0.7847370562500037,568.7859329650871,2.9717840271401075
2025-09-28T10:03:39.634030_aug_9,0,normal,1.0,0.1179989536119682,0.99,0.01,30.68815251481772,0.0,0.0,0.0,39.0,5.974458652954346,0.0,10.0,0.1,54.14319122109232,16.235550458183106,0.0,441.96292537732376,973.5769562350466,0.0,50.0,2.0,0.4410982588207839,3.99086214916113,0.0,54.53762136437456,17.566172642064576,1.0,3.038341445733661,0.7766694106019656,568.164872841029,3.016179697066154
2025-09-28T10:03:54.782535,0,normal,1.0,4.3,0.99,0.01,30.46875,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,55.125,0.0,0.0,806.0,786.0,0.0,50.0,2.0,0.0,5.0,0.0,54.5390625,24.0,1.0,3.0,0.9,640.0,3.0
2025-09-28T10:03:54.782535_aug_1,0,normal,1.0,4.106799802687239,0.99,0.01,30.685008799725075,0.0,0.0,0.0,39.0,5.989813894366005,0.8945749436595377,10.0,0.1,55.19659870019975,0.0,0.0,898.1165710867234,747.9891102035294,0.0,50.0,2.0,0.0,5.063886419342391,0.0,54.47479549458575,24.346047027826504,1.0,3.032204177782791,0.871557991008541,637.4444289007442,3.0070372716943896
2025-09-28T10:03:54.782535_aug_10,0,normal,1.0,4.484057707945173,0.99,0.01,30.28182546543662,0.0,0.0,0.0,39.0,5.9883710844863325,0.700446434273112,10.0,0.1,54.99372144796095,0.0,0.0,723.5191234336762,804.1296334218727,0.0,50.0,2.0,0.0,4.943288393300288,0.0,54.61397571364103,23.700664523845,1.0,3.0137474688685346,0.9017595387621294,636.2382028665912,2.987618563146808
2025-09-28T10:03:54.782535_aug_2,0,normal,1.0,4.268371258594734,0.99,0.01,30.466175205845246,0.0,0.0,0.0,39.0,6.011905515306471,1.263611439069427,10.0,0.1,55.08227104781297,43.46776430777776,0.0,846.8884499530656,792.2421224897458,0.0,50.0,2.0,0.0,4.870461076970667,0.0,54.6297784362441,24.24254969689948,1.0,2.976831266857328,0.9053852503286544,635.6816275184912,3.008209922752578
2025-09-28T10:03:54.782535_aug_3,0,normal,1.0,4.529574652769347,0.99,0.01,30.46503300009461,0.0,0.0,0.0,39.0,5.941653616082494,0.0,10.0,0.1,55.05271890061663,0.0,0.0,1035.7283548444204,713.6651921931023,0.0,50.0,2.0,0.3193302942687615,4.910525284177053,0.0,54.52656448405677,23.076499111784223,1.0,2.984257190706499,0.905478861387792,638.4529092133222,3.0044700779045765
2025-09-28T10:03:54.782535_aug_4,0,normal,1.0,4.23172418976739,0.99,0.01,30.336064921841903,0.0,0.0,0.0,39.0,6.025551358473136,1.07018324119899,10.0,0.1,55.03753119561021,0.0,0.0,914.3953640579572,746.6495915506231,0.0,50.0,2.0,1.3607307039393408,5.025726321005721,0.0,54.5388308025207,24.113827898013643,1.0,2.9956186725146234,0.8981977472098531,642.0443910569829,2.9825290560632123
2025-09-28T10:03:54.782535_aug_5,0,normal,1.0,4.2005106934309016,0.99,0.01,30.53563666330295,0.0,0.0,0.0,39.0,6.01286253753048,0.0,10.0,0.1,55.03286687674867,8.474598244215477,0.0,638.8430037752012,658.953728126281,0.0,50.0,2.0,0.8582400390289856,4.972986283898877,0.0,54.528716433177486,23.931278974571065,1.0,3.001886097110991,0.8772485905531899,637.9826478375916,3.0102302820843247
2025-09-28T10:03:54.782535_aug_6,0,normal,1.0,4.073676121948418,0.99,0.01,30.31376870673239,0.0,0.0,0.0,39.0,6.008696684543954,0.0,10.0,0.1,55.24107407524854,0.0,0.0,850.8759000663072,779.4683934609905,0.0,50.0,2.0,0.0,4.997225992992996,0.0,54.61274601818533,24.457533722424525,1.0,2.988732339784423,0.889441591579755,651.1230166632168,2.9909111676291182
2025-09-28T10:03:54.782535_aug_7,0,normal,1.0,4.107770885705169,0.99,0.01,30.446516930692848,0.0,0.0,0.0,39.0,6.005677839274426,0.9668692763226364,10.0,0.1,55.11642030010588,0.0,0.0,808.8523789324634,626.724976866665,0.0,50.0,2.0,0.0,5.177972564537274,0.0,54.39966231585485,24.110950030514097,1.0,3.0403074905019296,0.8967382227614211,630.205453872695,2.9917324198277484
2025-09-28T10:03:54.782535_aug_8,0,normal,1.0,4.209335759250385,0.99,0.01,30.46284412443467,0.0,0.0,0.0,39.0,6.023537404685208,1.2233939638051805,10.0,0.1,55.192955291042175,0.0,0.0,1147.7951244679205,1032.8593472390903,0.0,50.0,2.0,0.0,5.030096827215778,0.0,54.414607515674895,24.20328826773157,1.0,2.9961570282949923,0.8964940516516517,632.0559635140663,3.05091139634216
2025-09-28T10:03:54.782535_aug_9,0,normal,1.0,4.166561604077138,0.99,0.01,30.62996739163931,0.0,0.0,0.0,39.0,6.089964212277694,0.0,10.0,0.1,55.17536405685538,0.0,0.0,780.8399029128569,905.971811225119,0.0,50.0,2.0,0.0,4.973719884301499,0.0,54.38011448879982,22.561365713760917,1.0,3.008513918001036,0.91077029545931,630.048807339981,3.004401848519628
2025-09-28T10:04:09.969604,0,normal,1.0,0.0,0.99,0.01,30.46875,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,55.5390625,0.0,0.0,814.0,794.0,0.0,50.0,2.0,195.3,6.0,0.0,54.7578125,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:04:09.969604_aug_1,0,normal,1.0,0.0,0.99,0.01,30.420681655858274,0.0,0.0,0.0,39.0,5.987520153647802,1.5144749388027667,10.0,0.1,55.51157423564516,10.911717592439112,0.0,792.0269904074767,939.0205684098272,0.0,50.0,2.0,100.0,6.018171959593779,0.0,54.73228599844763,34.28367213148312,1.0,2.978884927804123,1.0564596318737824,739.7030397186741,3.014737944395106
2025-09-28T10:04:09.969604_aug_10,0,normal,1.0,0.0513155121243031,0.99,0.01,30.427488631335628,0.0,0.0,0.0,39.0,6.015983480217309,0.2551892611163833,10.0,0.1,55.633239372776536,1.384990879972555,0.0,759.320572634697,706.2421079969874,0.0,50.0,2.0,100.0,6.060062236453955,0.0,54.755144000266746,33.98661060982364,1.0,3.007532460797483,1.052694656938161,739.9842377530302,2.964115413652223
2025-09-28T10:04:09.969604_aug_2,0,normal,1.0,0.0,0.99,0.01,30.54611338537801,0.0,0.0,0.0,39.0,6.021925970360986,0.0,10.0,0.1,55.59662906074417,0.0,0.0,822.7296464180696,689.9836169837411,0.0,50.0,2.0,100.0,5.819344815250704,0.0,54.72825000585436,33.28395276999684,1.0,3.016059899053415,1.073292476107038,744.4043572312811,3.006396257586523
2025-09-28T10:04:09.969604_aug_3,0,normal,1.0,0.1341592507442793,0.99,0.01,30.486860155368653,0.0,0.0,0.0,39.0,5.995078267653824,1.2470042089338478,10.0,0.1,55.55291829981582,2.8386250551196084,0.0,659.6128487450933,919.644257625292,0.0,50.0,2.0,100.0,6.034900753910112,0.0,54.683399085577655,34.253746791404424,1.0,2.9712333448382373,1.0699727124814926,736.428672781259,2.98478811355853
2025-09-28T10:04:09.969604_aug_4,0,normal,1.0,0.1295199967080727,0.99,0.01,30.55862619577152,0.0,0.0,0.0,39.0,6.036820684884579,0.970920330611228,10.0,0.1,55.5205948243065,4.361169902595625,0.0,567.7351596732194,808.6414972805251,0.0,50.0,2.0,100.0,5.998989024099363,0.0,54.79499073414664,34.43985037358939,1.0,3.0236172767962013,1.0716536812186277,730.4189748163565,3.005940753595243
2025-09-28T10:04:09.969604_aug_5,0,normal,1.0,0.0,0.99,0.01,30.41018437461385,0.0,0.0,0.0,39.0,5.999676613775917,0.0,10.0,0.1,55.55869632054807,0.0,0.0,684.205408543956,511.25166272752216,0.0,50.0,2.0,100.0,5.961433020615035,0.0,54.747333313365374,34.36638016928791,1.0,3.01761783890328,1.0645999224558191,748.034085869445,2.973269544690456
2025-09-28T10:04:09.969604_aug_6,0,normal,1.0,0.1665836610432115,0.99,0.01,30.61778325545327,0.0,0.0,0.0,39.0,6.028119146697967,0.0,10.0,0.1,55.292000949281714,0.0,0.0,935.6835186325594,776.3674219933024,0.0,50.0,2.0,100.0,5.915195858621111,0.0,54.871284626312935,35.71876953610369,1.0,3.001004328930702,1.0559446838506232,743.3843699387579,2.9724351241311044
2025-09-28T10:04:09.969604_aug_7,0,normal,1.0,0.088052719883839,0.99,0.01,30.463960403738547,0.0,0.0,0.0,39.0,6.003377072624181,0.6687681003516778,10.0,0.1,55.688859462110734,0.0,0.0,766.1412753078032,833.5976019788058,0.0,50.0,2.0,100.0,6.18439230471518,0.0,54.79057815101441,34.167861173747646,1.0,3.0434572918145464,1.0681071183208313,735.8418942247732,3.01198648552731
2025-09-28T10:04:09.969604_aug_8,0,normal,1.0,0.1906301353957904,0.99,0.01,30.62485370105237,0.0,0.0,0.0,39.0,6.0184062313949,0.0,10.0,0.1,55.4782460661592,0.0,0.0,777.6341066422546,787.954115241665,0.0,50.0,2.0,100.0,6.024682699815997,0.0,54.95290149840022,34.430630872948974,1.0,2.9477470742654845,1.0645133799774082,739.8194466220457,2.9895539636634667
